address_line_1,address_line_2,city,fax,friday_close,friday_open,has_beer_cold_room,has_bilingual_services,has_parking,has_product_consultant,has_special_occasion_permits,has_tasting_bar,has_transit_access,has_vintages_corner,has_wheelchair_accessability,id,inventory_count,inventory_price,inventory_volume_in_milliliters,is_dead,lat,long,monday_close,monday_open,name,postal_code,products_count,saturday_close,saturday_open,store_no,sunday_close,sunday_open,tags,telephone,thursday_close,thursday_open,tuesday_close,tuesday_open,wednesday_close,wednesday_open
233 Dundurn Street South,,Hamilton,(905) 529-6652,1320.0,570.0,False,True,True,True,True,True,True,True,True,143,49056,75668801,39410401,False,43.2545,-79.891,1320.0,570.0,Dundurn & Charlton,L8P4K8,2267,1320.0,570.0,143,1080.0,660.0,dundurn charlton 233 street south hamilton l8p4k8,(905) 529-8761,1320.0,570.0,1320.0,570.0,1320.0,570.0
910 O'Brien Road,Bldg. a,Renfrew,(613) 432-6639,1200.0,570.0,True,False,True,False,True,True,False,True,True,144,28347,43990248,22763969,False,45.4778,-76.6558,1080.0,570.0,O'Brien & Wrangler Road,K7V3Z4,1883,1200.0,570.0,144,1080.0,660.0,o'brien obrien wrangler road 910 bldg a renfrew k7v3z4,(613) 432-2383,1200.0,570.0,1080.0,570.0,1080.0,570.0
484 Holland Street West,Unit #1,Bradford,(905) 775-2857,1260.0,600.0,False,False,True,False,True,False,True,True,True,145,46079,72411056,39960875,False,44.1077,-79.5914,1260.0,600.0,Holland Street West & Summerlyn Trail,L3Z0A2,2455,1260.0,600.0,145,1080.0,660.0,holland street west summerlyn trail 484 unit #1 bradford l3z0a2,(905) 775-3481,1260.0,600.0,1260.0,600.0,1260.0,600.0
11 Grosvenor,P.O. Box 105,Southampton,(519) 797-1231,1080.0,600.0,False,False,True,False,False,False,False,False,True,146,14516,19910017,11766456,False,44.496,-81.3735,1080.0,600.0,Grosvenor & High Street,N0H2L0,1069,1080.0,600.0,146,1080.0,660.0,grosvenor high street 11 po box 105 southampton n0h2l0,(519) 797-3545,1080.0,600.0,1080.0,600.0,1080.0,600.0
21 Third Street,P.O. Box 278,Nipigon,(807) 887-2630,1080.0,600.0,False,False,True,False,True,False,False,False,True,147,6376,10853878,5700230,False,49.0125,-88.2619,,,Third Street & Newton Avenue,P0T2J0,633,1080.0,600.0,147,,,third street newton avenue 21 po box 278 nipigon p0t2j0,(807) 887-2630,1080.0,600.0,1080.0,600.0,1080.0,600.0
270 North Service Road West,"Oakville Town Centre W., BLK.C,. #16",Oakville,(905) 338-0716,1320.0,600.0,False,False,True,True,True,False,True,True,True,148,57178,100052882,47917452,False,43.4459,-79.7046,1320.0,600.0,N Service Rd & Dorval,L6M2R8,2763,1320.0,600.0,148,1080.0,660.0,n service rd dorval 270 north road west oakville town centre w blkc #16 l6m2r8,(905) 338-1039,1320.0,600.0,1320.0,600.0,1320.0,600.0
2946 Bloor Street West,,Etobicoke,(416) 239-5266,1260.0,600.0,False,True,False,True,True,True,True,True,False,149,86901,173458418,65070719,False,43.6483,-79.5081,1260.0,600.0,Bloor & Royal York,M8X1B7,3953,1260.0,600.0,149,1080.0,660.0,bloor royal york 2946 street west toronto etobicoke toronto-etobicoke torontoetobicoke m8x1b7,(416) 239-3065,1260.0,600.0,1260.0,600.0,1260.0,600.0
Suite 1 - 1C Ontario Street,P.O. Box 329,Marathon,(807) 229-0691,1080.0,600.0,False,True,True,False,True,False,True,False,True,151,7887,11631605,7127177,False,48.7185,-86.3808,1080.0,600.0,Ontario & Peninsula Road,P0T2E0,522,1080.0,600.0,151,,,ontario peninsula road suite 1 -  1c street po box 329 marathon p0t2e0,(807) 229-0691,1080.0,600.0,1080.0,600.0,1080.0,600.0
199 Wentworth Street West,Lake Vista Plaza,Oshawa,(905) -       ,1260.0,570.0,False,False,True,False,False,True,True,False,True,152,25989,35188992,21424228,False,43.8691,-78.8502,1080.0,570.0,Wentworth & Cedar,L1J6P4,1434,1200.0,570.0,152,1080.0,660.0,wentworth cedar 199 street west lake vista plaza oshawa l1j6p4,(905) 725-9535,1200.0,570.0,1080.0,570.0,1080.0,570.0
16 Seacliff Dr. East,,Leamington,(519) 326-1645,1260.0,600.0,False,False,True,False,True,False,True,True,True,153,36139,59245890,31339432,False,42.0335,-82.5981,1260.0,600.0,Erie South & Seacliff Drive,N8H3C4,2166,1260.0,600.0,153,1080.0,660.0,erie south seacliff drive 16 dr east leamington n8h3c4,(519) 326-3481,1260.0,600.0,1260.0,600.0,1260.0,600.0
1089 Midland Avenue,,Kingston,(613) 384-9156,1320.0,570.0,False,True,True,True,True,False,True,True,True,154,69898,106068821,53764786,False,44.2627,-76.5745,1320.0,570.0,Midland & Princess,K7P2X8,2965,1320.0,570.0,154,1080.0,660.0,midland princess 1089 avenue kingston k7p2x8,(613) 384-2299,1320.0,570.0,1320.0,570.0,1320.0,570.0
100 North Cumberland Street,,Thunder Bay,(807) 344-7097,1260.0,600.0,False,False,True,False,True,True,True,False,True,155,34998,51915714,28676794,False,48.4378,-89.2166,1080.0,600.0,Cumberland & Water Street,P7A4L9,1551,1080.0,600.0,155,1080.0,660.0,cumberland water street 100 north thunder bay p7a4l9,(807) 345-1550,1080.0,600.0,1080.0,600.0,1080.0,600.0
236 Guelph St. Unit B,Delrex Market Centre,Georgetown,(905) 877-6289,1260.0,540.0,True,False,True,True,True,True,True,True,True,156,53294,92882682,41124035,False,43.6498,-79.9012,1260.0,540.0,Guelph & Mountainview,L7G4B1,2826,1260.0,540.0,156,1080.0,660.0,guelph mountainview 236 st unit b delrex market centre georgetown l7g4b1,(905) 877-2721,1260.0,540.0,1260.0,540.0,1260.0,540.0
1 Dawson Street,P.O. Box 223,Gore Bay,(705) 282-2320,1080.0,600.0,True,False,True,False,True,False,False,False,True,157,12598,18757457,14636683,False,45.9183,-82.4649,1080.0,600.0,Meredith & Dawson Street,P0P1H0,699,1080.0,600.0,157,1080.0,660.0,meredith dawson street 1 po box 223 gore bay p0p1h0,(705) 282-2320,1080.0,600.0,1080.0,600.0,1080.0,600.0
17 Manitowaning Road,P.O. Box 668,Little Current,(705) 368-2483,1080.0,600.0,False,False,True,False,True,False,False,False,True,158,17159,24698213,14510525,False,45.9793,-81.9256,1080.0,600.0,Hwy. 6 & Manitowaning Road,P0P1K0,975,1080.0,600.0,158,1080.0,660.0,hwy 6 manitowaning road 17 po box 668 little current p0p1k0,(705) 368-2483,1080.0,600.0,1080.0,600.0,1080.0,600.0
287 Highway 124 North,P.O. Box 218,South River,(705) 386-2541,1080.0,600.0,False,False,True,False,True,True,False,True,True,159,7303,11040551,6469462,False,45.837,-79.3767,,,Hwy 124 & Ottawa Street,P0A1X0,600,1080.0,600.0,159,1080.0,660.0,hwy 124 ottawa street 287 highway north po box 218 south river p0a1x0,(705) 386-2541,1080.0,600.0,1080.0,600.0,1080.0,600.0
1 Talbot Street West,,Cayuga,(905) 772-2038,1200.0,600.0,True,False,True,False,True,False,True,False,True,160,15074,22430216,21836470,False,42.95,-79.8563,1080.0,600.0,Hwy. 54 & 3,N0A1E0,865,1080.0,600.0,160,1080.0,660.0,hwy 54 3 1 talbot street west cayuga n0a1e0,(905) 772-3371,1080.0,600.0,1080.0,600.0,1080.0,600.0
188 Lindsley Street West,P.O. Box 638,Dresden,(519) 683-1039,1260.0,600.0,True,False,True,False,True,False,True,False,True,161,15597,21092352,21700297,False,42.5921,-82.1805,1080.0,600.0,Hwy. 21 & Lindsley Street,N0P1M0,964,1080.0,600.0,161,1080.0,660.0,hwy 21 lindsley street 188 west po box 638 dresden n0p1m0,(519) 683-4472,1080.0,600.0,1080.0,600.0,1080.0,600.0
423 Hwy. 11,P.O. Box 69,Matheson,(705) 273-2833,1200.0,600.0,True,True,True,False,True,False,False,False,True,162,7504,12082943,10415817,False,48.5323,-80.4626,1080.0,600.0,Hwy. 11 & Burton Road,P0K1N0,641,1080.0,600.0,162,,,hwy 11 burton road 423 po box 69 matheson p0k1n0,(705) 273-2833,1080.0,600.0,1080.0,600.0,1080.0,600.0
3111 Danforth Avenue,,Scarborough,(416) 699-9608,1320.0,600.0,False,True,True,False,True,False,True,True,True,163,55321,77809528,42759761,False,43.6911,-79.2859,1320.0,600.0,Danforth & Victoria Park,M1L1A9,2111,1320.0,600.0,163,1080.0,660.0,danforth victoria park 3111 avenue toronto scarborough toronto-scarborough torontoscarborough m1l1a9,(416) 699-7003,1320.0,600.0,1320.0,600.0,1320.0,600.0
65 Wicksteed Avenue,,Toronto,(416) 425-6151,1260.0,540.0,True,True,True,True,True,False,True,True,True,164,82248,186055205,62347208,False,43.7097,-79.36,1260.0,540.0,Eglinton & Laird,M4G4K1,4109,1260.0,540.0,164,1080.0,660.0,eglinton laird 65 wicksteed avenue toronto central toronto-central torontocentral m4g4k1,(416) 425-6282,1260.0,540.0,1260.0,540.0,1260.0,540.0
76 Mall Road,,Hamilton,(905) 387-5190,1260.0,600.0,False,True,True,False,True,True,True,True,True,165,31103,46474628,25900669,False,43.221,-79.8615,1260.0,600.0,Mohawk & Upper Wentworth,L8V4X6,1438,1260.0,600.0,165,1080.0,660.0,mohawk upper wentworth 76 mall road hamilton l8v4x6,(905) 387-0865,1260.0,600.0,1260.0,600.0,1260.0,600.0
39 Arthur Avenue,Southdale Plaza,Essex,(519) 776-4580,1260.0,600.0,False,False,True,False,True,False,True,False,False,166,21853,32859361,17799420,False,42.174,-82.8202,1080.0,600.0,Arthur & Talbot Street,N8M2N1,1255,1080.0,600.0,166,1080.0,660.0,arthur talbot street 39 avenue southdale plaza essex n8m2n1,(519) 776-8102,1080.0,600.0,1080.0,600.0,1080.0,600.0
905 Princess Street,,Kingston,(613) 548-4093,1320.0,570.0,False,True,True,False,True,False,True,False,True,167,48655,75518192,42086899,False,44.2409,-76.5105,1320.0,570.0,Princess & Concession,K7L1G7,1846,1320.0,570.0,167,1080.0,660.0,princess concession 905 street kingston k7l1g7,(613) 548-8659,1320.0,570.0,1320.0,570.0,1320.0,570.0
"510 Riddell Road,",Unit B,Orangeville,(519) 941-5811,1260.0,570.0,False,False,True,True,True,False,True,True,True,168,33867,53147970,25755265,False,43.9038,-80.1196,1260.0,570.0,Riddell & Centennial,L9W5L1,2160,1260.0,570.0,168,1080.0,660.0,riddell centennial 510 road unit b orangeville l9w5l1,(519) 941-5800,1260.0,570.0,1260.0,570.0,1260.0,570.0
68 Charles Street West,Ingersoll Plaza,Ingersoll,(519) 485-0479,1260.0,600.0,False,False,True,False,True,True,False,False,True,169,17339,25883728,13345591,False,43.0386,-80.8861,1080.0,600.0,Thames & Charles Street,N5C2L6,1182,1080.0,600.0,169,1080.0,660.0,thames charles street 68 west ingersoll plaza n5c2l6,(519) 485-3401,1080.0,600.0,1080.0,600.0,1080.0,600.0
116 Main Street East,,Atikokan,(807) 597-6968,1080.0,600.0,False,False,False,False,True,False,False,True,True,170,11705,17515118,9322559,False,48.7578,-91.6206,,,Main & Burns,P0T1C0,838,1080.0,600.0,170,,,main burns 116 street east atikokan p0t1c0,(807) 597-2095,1080.0,600.0,1080.0,600.0,1080.0,600.0
170 Sandalwood Parkway E.,Heart Lake Town Centre,Brampton,(905) 846-7316,1320.0,570.0,False,True,True,True,True,False,True,True,True,171,62517,112838538,49211273,False,43.7267,-79.7977,1320.0,570.0,Sandalwood & Kennedy,L6Z1Y5,3215,1320.0,570.0,171,1080.0,660.0,sandalwood kennedy 170 parkway e heart lake town centre brampton l6z1y5,(905) 846-4373,1320.0,570.0,1320.0,570.0,1320.0,570.0
109 Louisa Street,P.O. Box 122,Thedford,(519) 296-4982,1200.0,600.0,False,False,True,False,True,False,False,False,True,172,6818,9887021,5479860,False,43.1641,-81.8532,1080.0,600.0,Louisa & Main Street,N0M2N0,650,1080.0,600.0,172,,,louisa main street 109 po box 122 thedford n0m2n0,(519) 296-4982,1080.0,600.0,1080.0,600.0,,
7 Simcoe Plaza,P.O. Box 340,Terrace Bay,(807) 825-3223,1080.0,600.0,True,True,True,False,True,False,False,False,True,173,9241,13873360,10969602,False,48.7825,-87.1028,,,Hwy. 17 North,P0T2W0,591,1080.0,600.0,173,1080.0,660.0,hwy 17 north 7 simcoe plaza po box 340 terrace bay p0t2w0,(807) 825-3223,1080.0,600.0,1080.0,600.0,1080.0,600.0
16 Bridge Street E,P.O. Box 268,Tweed,(613) 478-3925,1200.0,570.0,False,False,True,False,True,False,True,False,True,174,14763,22019832,12284041,False,44.4799,-77.3141,1080.0,570.0,Victoria Street & Bridge Street,K0K3J0,871,1080.0,570.0,174,1080.0,660.0,victoria street bridge 16 e po box 268 tweed k0k3j0,(613) 478-2716,1080.0,570.0,1080.0,570.0,1080.0,570.0
201 Mississaga Street East,,Orillia,(705) 326-9915,1080.0,600.0,True,False,True,False,True,False,True,True,True,175,30125,49300119,27399003,False,44.6106,-79.4136,1080.0,600.0,Front & Mississaga Street,L3V1W1,1770,1080.0,600.0,175,1080.0,660.0,front mississaga street 201 east orillia l3v1w1,(705) 326-6591,1080.0,600.0,1080.0,600.0,1080.0,600.0
23 Forsyth Street,,Marmora,(613) 472-6934,1080.0,570.0,False,False,False,False,True,False,True,False,True,176,12814,16105065,10910129,False,44.4833,-77.6828,1080.0,570.0,Hwy. 7 & 14,K0K2M0,556,1080.0,570.0,176,1080.0,660.0,hwy 7 14 23 forsyth street marmora k0k2m0,(613) 472-2745,1080.0,570.0,1080.0,570.0,1080.0,570.0
37 Front Street South,P.O. Box 460,Campbellford,(705) 653-3299,1200.0,570.0,False,False,True,False,True,False,False,True,True,178,15486,24311433,13047264,False,44.307,-77.7978,1080.0,570.0,Bridge Street & Front Street,K0L1L0,957,1080.0,570.0,178,1080.0,660.0,bridge street front 37 south po box 460 campbellford k0l1l0,(705) 653-3000,1080.0,570.0,1080.0,570.0,1080.0,570.0
1011 Upper Middle Road East,Upper Oakville Shopping Centre,Oakville,(905) 849-5921,1260.0,600.0,False,False,True,True,True,True,True,True,True,179,38639,68001661,31536866,False,43.4823,-79.6946,1260.0,600.0,Upper Middle & 8Th Line,L6H4L2,2135,1260.0,600.0,179,1080.0,660.0,upper middle 8th line 1011 road east oakville shopping centre l6h4l2,(905) 849-9934,1260.0,600.0,1260.0,600.0,1260.0,600.0
222 Main Street,P.O. Box 60,Beardmore,(807) 875-2090,1080.0,600.0,False,True,True,False,True,False,False,False,False,180,6259,9520004,7384277,False,49.6021,-87.9593,,,Hwy. 11 & Main Street,P0T1G0,386,1080.0,600.0,180,,,hwy 11 main street 222 po box 60 beardmore p0t1g0,(807) 875-2090,1080.0,600.0,1080.0,600.0,1080.0,600.0
249 James Street,,Delhi,(519) 582-2610,1200.0,600.0,False,False,True,False,True,False,True,False,True,181,14365,24700607,13488785,False,42.8548,-80.4935,1080.0,600.0,James & Hwy. 3,N4B2B2,947,1080.0,600.0,181,1080.0,660.0,james hwy 3 249 street delhi n4b2b2,(519) 582-2610,1080.0,600.0,1080.0,600.0,1080.0,600.0
200 Lakeshore Road East,,Mississauga,(905) 278-8760,1260.0,600.0,False,True,True,False,True,True,True,True,True,182,35936,57932978,29223586,False,43.5577,-79.5795,1260.0,600.0,Lakeshore & Hwy 10,L5G1G3,1756,1260.0,600.0,182,1080.0,660.0,lakeshore hwy 10 200 road east mississauga l5g1g3,(905) 278-7931,1260.0,600.0,1260.0,600.0,1260.0,600.0
27 George Street North,,Brampton,(905) 451-5401,1260.0,570.0,False,True,True,False,True,True,True,False,True,183,40509,56445510,33233526,False,43.6857,-79.7623,1260.0,570.0,Main & Queen,L6X1R3,1434,1260.0,570.0,183,1080.0,660.0,main queen 27 george street north brampton l6x1r3,(905) 451-3424,1260.0,570.0,1260.0,570.0,1260.0,570.0
20 Ganley Street,P.O. Box 325,Wawa,(705) 856-2744,1080.0,600.0,False,True,True,False,True,False,True,False,True,184,12719,18126489,10471532,False,47.9957,-84.7721,1080.0,600.0,Broadway Avenue & Ganley Street,P0S1K0,810,1080.0,600.0,184,1080.0,660.0,broadway avenue ganley street 20 po box 325 wawa p0s1k0,(705) 856-4470,1080.0,600.0,1080.0,600.0,1080.0,600.0
5995 Yonge Street,,North York,(416) 221-1683,1320.0,600.0,False,True,True,False,True,True,True,True,True,185,0,0,0,True,43.7889,-79.4174,,,Yonge & Wedgewood,M2M3V7,0,1320.0,600.0,185,,,yonge wedgewood 5995 street toronto north toronto-north torontonorth york m2m3v7,(416) 221-0858,1320.0,600.0,1320.0,600.0,1320.0,600.0
1618 Wilson Avenue,Sheridan Mall,North York,(416) 241-2935,1260.0,600.0,False,True,True,False,False,False,True,False,True,186,34188,42759152,26456275,False,43.7212,-79.5104,1260.0,600.0,Jane & Wilson,M3L1A3,1100,1260.0,600.0,186,1080.0,660.0,jane wilson 1618 avenue sheridan mall toronto north toronto-north torontonorth york m3l1a3,(416) 241-3018,1260.0,600.0,1260.0,600.0,1260.0,600.0
534 Bayfield Street,,Barrie,(705) 722-0854,1320.0,600.0,True,False,True,True,True,True,True,True,True,187,98725,179130893,76173666,False,44.4145,-79.7132,1320.0,600.0,Bayfield & Hanmer,L4M5A2,4260,1320.0,600.0,187,1080.0,660.0,bayfield hanmer 534 street barrie l4m5a2,(705) 722-1046,1320.0,600.0,1320.0,600.0,1320.0,600.0
111 Gilbert Street East,,Whitby,(905) 668-9391,1260.0,570.0,False,False,True,False,True,False,True,True,True,188,37555,57381894,32380758,False,43.8768,-78.9399,1260.0,570.0,Brock & Dundas,L1N1R1,1715,1260.0,570.0,188,1080.0,660.0,brock dundas 111 gilbert street east whitby l1n1r1,(905) 668-3241,1260.0,570.0,1260.0,570.0,1260.0,570.0
138 Highway 11 East,P.O. Box 10,Smooth Rock Falls,(705) 338-2912,1080.0,600.0,True,True,True,False,True,False,False,False,True,189,5304,8566854,6705817,False,49.275,-81.6255,,,Hwy. 11 & Main Avenue,P0L2B0,480,1080.0,600.0,189,,,hwy 11 main avenue 138 highway east po box 10 smooth rock falls p0l2b0,(705) 338-2912,1080.0,600.0,1080.0,600.0,1080.0,600.0
1601 Main Street East,Traffic Circle,Hamilton,(905) 549-5922,1260.0,600.0,False,True,True,False,True,False,True,False,True,190,28748,43384397,23754409,False,43.2384,-79.8017,1200.0,600.0,Main at Traffic Circle,L8H1C4,1474,1260.0,600.0,190,1080.0,660.0,main at traffic circle 1601 street east hamilton l8h1c4,(905) 549-4647,1260.0,600.0,1200.0,600.0,1200.0,600.0
1979 Salem Road North,,Ajax,(905) 427-2997,1260.0,570.0,False,False,False,True,False,False,False,False,False,191,44860,79467487,37315061,False,43.8971,-79.0283,1260.0,570.0,Salem & Taunton,L1T0J9,2859,1260.0,570.0,191,1080.0,660.0,salem taunton 1979 road north ajax l1t0j9,(905) 427-2920,1260.0,570.0,1260.0,570.0,1260.0,570.0
85 Wellington Road,,London,(519) 433-4097,1260.0,600.0,False,True,True,False,True,False,True,False,True,192,29733,45142464,25379862,False,42.9713,-81.2375,1260.0,600.0,Wellington & Grand,N6C4M7,1347,1260.0,600.0,192,1080.0,660.0,wellington grand 85 road london n6c4m7,(519) 433-3479,1260.0,600.0,1260.0,600.0,1260.0,600.0
337 Notre Dame Street,"P.O. Box 280, Belle River Plaza",Belle River,(519) 728-1552,1260.0,600.0,False,True,True,False,True,False,True,False,True,193,14965,26035852,13217398,False,42.2931,-82.6993,1080.0,600.0,Notre Dame Street & 11Th Street,N0R1A0,1028,1080.0,600.0,193,1080.0,660.0,notre dame street 11th 337 po box 280 belle river plaza n0r1a0,(519) 728-1550,1080.0,600.0,1080.0,600.0,1080.0,600.0
10 Shaw Street,,Elmvale,(705) 322-2771,1200.0,600.0,False,False,True,False,False,False,False,False,True,194,13286,19644872,11154181,False,44.5854,-79.8648,1080.0,600.0,Shaw & Kerr Street,L0L1P0,992,1080.0,600.0,194,1080.0,660.0,shaw kerr street 10 elmvale l0l1p0,(705) 322-2771,1080.0,600.0,1080.0,600.0,1080.0,600.0
1900 Eglinton Avenue East,,Scarborough,(416) 755-3932,1320.0,600.0,True,True,True,True,False,False,True,True,True,195,56823,105606613,43307007,False,43.7295,-79.2924,1320.0,600.0,Eglinton & Warden,M1L2L9,2961,1320.0,570.0,195,1080.0,660.0,eglinton warden 1900 avenue east toronto scarborough toronto-scarborough torontoscarborough m1l2l9,(416) 755-6751,1320.0,600.0,1320.0,600.0,1320.0,600.0
"49 Main Street East, Building a",P.O. Box 370,Grand Bend,(519) 238-8196,1260.0,600.0,True,False,True,False,True,True,False,True,True,196,39539,55535362,31061666,False,43.3064,-81.7624,1080.0,600.0,Hwy 81 & Hwy 21,N0M1T0,2435,1080.0,600.0,196,1080.0,660.0,hwy 81 21 49 main street east building a po box 370 grand bend n0m1t0,(519) 238-2191,1080.0,600.0,1080.0,600.0,1080.0,600.0
47 Champlain Avenue,P.O. Box 219,Deep River,(613) 584-2290,1200.0,570.0,False,False,True,False,True,True,False,True,True,197,19442,29676328,15685530,False,46.1004,-77.4885,1080.0,570.0,Champlain Avenue & Deep River,K0J1P0,1413,1080.0,570.0,197,1080.0,660.0,champlain avenue deep river 47 po box 219 k0j1p0,(613) 584-2290,1080.0,570.0,1080.0,570.0,1080.0,570.0
4525 Kingston Road,,Scarborough,(416) 282-2413,1380.0,540.0,True,True,True,True,True,False,True,True,True,198,50387,87016301,38852399,False,43.7715,-79.1845,1320.0,540.0,Kingston & Morningside,M1E2P1,2861,1380.0,540.0,198,1080.0,660.0,kingston morningside 4525 road toronto scarborough toronto-scarborough torontoscarborough m1e2p1,(416) 282-2034,1320.0,540.0,1320.0,540.0,1320.0,540.0
200 Broadway Street,Town Centre,Tillsonburg,(519) 842-6149,1260.0,600.0,False,False,True,False,True,True,True,False,True,199,26032,41835093,21574813,False,42.8629,-80.7293,1080.0,600.0,Broadway & Bridge,N4G5A7,1621,1080.0,600.0,199,1080.0,660.0,broadway bridge 200 street town centre tillsonburg n4g5a7,(519) 842-4191,1200.0,600.0,1080.0,600.0,1080.0,600.0
348 Clarke Road,Argyle Mall,London,(519) 452-1870,1260.0,600.0,False,True,True,False,True,True,True,True,True,200,53885,76843326,46174417,False,43.0032,-81.1745,1260.0,600.0,Clarke & Dundas,N5W6G4,2515,1260.0,600.0,200,1080.0,660.0,clarke dundas 348 road argyle mall london n5w6g4,(519) 451-0220,1260.0,600.0,1260.0,600.0,1260.0,600.0
105 Bayly Street West,Baywood Centre,Ajax,(905) 683-4705,1260.0,570.0,False,False,True,False,True,True,True,True,True,201,39456,55695915,31738825,False,43.842,-79.0223,1260.0,570.0,Bayly & Harwood,L1S7K7,2034,1260.0,570.0,201,1080.0,660.0,bayly harwood 105 street west baywood centre ajax l1s7k7,(905) 683-5370,1260.0,570.0,1260.0,570.0,1260.0,570.0
1142 Lakeshore Road,,Sarnia,(519) 542-4894,1200.0,600.0,False,False,True,False,True,True,True,True,True,202,25485,37664797,23684892,False,43.0151,-82.3657,1200.0,600.0,Lakeshore & Murphy Nw Corner,N7V2V8,1665,1080.0,600.0,202,1080.0,660.0,lakeshore murphy nw corner 1142 road sarnia n7v2v8,(519) 542-7410,1200.0,600.0,1200.0,600.0,1200.0,600.0
413 Elizabeth Street,Village Square,Burlington,(905) 634-6152,1260.0,600.0,False,False,True,False,True,False,True,True,True,203,17479,24862139,12910489,False,43.326,-79.7956,1080.0,600.0,Lakeshore and Elizabeth,L7R2L8,1060,1200.0,600.0,203,1080.0,660.0,lakeshore and elizabeth 413 street village square burlington l7r2l8,(905) 634-9023,1200.0,600.0,1080.0,600.0,1080.0,600.0
36 Fifth Avenue,P.O. Box 369,Hornepayne,(807) 868-2751,1080.0,600.0,True,True,True,False,True,False,False,False,True,204,5182,8834490,9270994,False,49.2164,-84.7765,,,Front St & Fifth Ave,P0M1Z0,460,1080.0,600.0,204,,,front st fifth ave 36 avenue po box 369 hornepayne p0m1z0,(807) 868-2092,1080.0,600.0,1080.0,600.0,1080.0,600.0
155 Toronto Street,P.O. Box 494,Markdale,(519) 986-3268,1200.0,600.0,False,False,True,False,True,False,False,False,True,205,15862,21467285,12972679,False,44.3217,-80.6521,1080.0,600.0,Hwy. 10 & Toronto Street,N0C1H0,1153,1080.0,600.0,205,1080.0,660.0,hwy 10 toronto street 155 po box 494 markdale n0c1h0,(519) 986-2500,1080.0,600.0,1080.0,600.0,1080.0,600.0
250 the East Mall,Cloverdale Mall,Etobicoke,(416) 233-9687,1260.0,570.0,False,True,True,True,True,True,True,True,True,207,47824,68614684,35508935,False,43.6313,-79.5537,1260.0,570.0,Dundas & Hwy 427,M9B3Y8,2423,1260.0,570.0,207,1080.0,660.0,dundas hwy 427 250 the east mall cloverdale toronto etobicoke toronto-etobicoke torontoetobicoke m9b3y8,(416) 233-6081,1260.0,570.0,1260.0,570.0,1260.0,570.0
16B Station Street,P.O. Box 340,Bancroft,(613) 332-2660,1200.0,570.0,False,False,True,False,True,True,False,True,True,208,15963,25959074,13520810,False,45.0595,-77.8567,1080.0,570.0,Hwy. 62 & Station Street,K0L1C0,1107,1080.0,570.0,208,1080.0,660.0,hwy 62 station street 16b po box 340 bancroft k0l1c0,(613) 332-2660,1080.0,570.0,1080.0,570.0,1080.0,570.0
36 Young Street,Alliston Mills Shopping Centre,Alliston,(705) 435-5431,1260.0,600.0,True,False,True,True,True,False,True,True,True,209,41840,61106568,33823306,False,44.1493,-79.8819,1260.0,600.0,Hwy. 89 & Young,L9R1P8,2439,1260.0,600.0,209,1080.0,660.0,hwy 89 young 36 street alliston mills shopping centre l9r1p8,(705) 435-7332,1260.0,600.0,1260.0,600.0,1260.0,600.0
781 Broadway Street,Unit #2,Kincardine,(519) 396-5317,1260.0,600.0,False,False,True,False,True,False,True,True,True,210,31072,48701149,26029236,False,44.1761,-81.615,1200.0,600.0,Hwy 9 and Hwy 21,N2Z2G1,2059,1260.0,600.0,210,1080.0,660.0,hwy 9 and 21 781 broadway street unit #2 kincardine n2z2g1,(519) 396-2923,1260.0,600.0,1200.0,600.0,1200.0,600.0
324 Colonnade Drive East #100,,Kemptville,(613) 258-7998,1260.0,570.0,True,False,True,True,True,False,False,True,True,211,46152,71776633,36645790,False,45.0303,-75.634,1260.0,570.0,Hwy 416 & Hwy 43,K0G1J0,2398,1260.0,570.0,211,1080.0,660.0,hwy 416 43 324 colonnade drive east #100 kemptville k0g1j0,(613) 258-3252,1260.0,570.0,1260.0,570.0,1260.0,570.0
222 Richmond Road,,Ottawa,(613) 729-8739,1320.0,570.0,False,True,True,True,True,False,True,True,True,212,60598,97624816,46548521,False,45.3941,-75.7489,1320.0,570.0,Richmond & Kirkwood,K1Z6W6,2957,1320.0,570.0,212,1080.0,660.0,richmond kirkwood 222 road ottawa k1z6w6,(613) 729-1735,1320.0,570.0,1320.0,570.0,1320.0,570.0
234 Mary Street,,Dutton,(519) 762-2202,1200.0,600.0,True,False,True,False,True,False,True,False,True,213,10280,15308447,14319695,False,42.6632,-81.5031,1080.0,600.0,Main & Mary Street,N0L1J0,750,1080.0,600.0,213,1080.0,660.0,main mary street 234 dutton n0l1j0,(519) 762-2200,1080.0,600.0,1080.0,600.0,1080.0,600.0
125 the Queensway,Bldg C,Etobicoke,(416) 259-3186,1260.0,600.0,False,True,False,True,False,False,True,True,True,214,44611,76926615,34392205,False,43.6299,-79.4819,1260.0,600.0,Queensway & Park Lawn,M8Y1H6,2308,1260.0,600.0,214,1080.0,660.0,queensway park lawn 125 the bldg c toronto etobicoke toronto-etobicoke torontoetobicoke m8y1h6,(416) 259-6476,1260.0,600.0,1260.0,600.0,1260.0,600.0
